"Local Site Name","State Name","County Name","City Name","CBSA Name","Latitude","Longitude","4th Max Value","4th Max DateTime"
"Frederick Airport","Maryland","Frederick","Frederick","Washington-Arlington-Alexandria, DC-VA-MD-WV","39.42276","-77.37519","0.063","2014-08-27 11:00"
"Piney Run","Maryland","Garrett","Grantsville","","39.70595","-79.012","0.063","2014-05-09 09:00"
"Edgewood","Maryland","Harford","Edgewood","Baltimore-Towson, MD","39.41","-76.296667","0.067","2014-08-16 11:00"
"Aldino","Maryland","Harford","","Baltimore-Towson, MD","39.563333","-76.203889","0.07","2014-07-08 10:00"
"Millington","Maryland","Kent","Millington","","39.3052","-75.7972","0.068","2014-07-11 09:00"
"Rockville","Maryland","Montgomery","Rockville","Washington-Arlington-Alexandria, DC-VA-MD-WV","39.114444","-77.106944","0.064","2014-06-04 09:00"
"HU-Beltsville","Maryland","Prince George's","Beltsville","Washington-Arlington-Alexandria, DC-VA-MD-WV","39.055277","-76.878333","0.065","2014-05-20 10:00"
"PG Equestrian Center","Maryland","Prince George's","Greater Upper Marlboro","Washington-Arlington-Alexandria, DC-VA-MD-WV","38.81194","-76.74417","0.069","2014-05-13 12:00"
"Beltsville","Maryland","Prince George's","","Washington-Arlington-Alexandria, DC-VA-MD-WV","39.0284","-76.8171","0.069","2014-08-16 10:00"
"Hagerstown","Maryland","Washington","Hagerstown","Hagerstown-Martinsburg, MD-WV","39.565582","-77.721639","0.061","2014-06-04 10:00"
"Furley","Maryland","Baltimore (City)","Baltimore","Baltimore-Towson, MD","39.32889","-76.5525","0.06","2014-05-20 12:00"
"TRURO NATIONAL SEASHORE","Massachusetts","Barnstable","Truro","Barnstable Town, MA","41.975804","-70.023598","0.059","2014-05-26 16:00"
"MT GREYLOCK SUMMIT","Massachusetts","Berkshire","Adams","Pittsfield, MA","42.63668","-73.167428","0.063","2014-04-22 01:00"
"FALL RIVER","Massachusetts","Bristol","Fall River","Providence-New Bedford-Fall River, RI-MA","41.685707","-71.169235","0.06","2014-05-12 10:00"
"FAIRHAVEN2","Massachusetts","Bristol","Fairhaven (Town of)","Providence-New Bedford-Fall River, RI-MA","41.645381","-70.897504","0.058","2014-08-17 08:00"
"1 HERRING CREEK RD, AQUINNAH (WAMPANOAG TRIBAL SITE)","Massachusetts","Dukes","Aquinnah","","41.330469","-70.785225","0.059","2014-05-26 14:00"
"LYNN WATER TREATMENT PLANT","Massachusetts","Essex","Lynn","Boston-Cambridge-Quincy, MA-NH","42.474642","-70.970816","0.063","2014-06-02 11:00"
"NEWBURYPORT HARBOR ST PARKING LOT","Massachusetts","Essex","Newburyport","Boston-Cambridge-Quincy, MA-NH","42.814412","-70.817783","0.064","2014-09-05 09:00"
"CONSENTINO SCHOOL.","Massachusetts","Essex","Haverhill","Boston-Cambridge-Quincy, MA-NH","42.770837","-71.10229","0.064","2014-09-05 10:00"
"Greenfield","Massachusetts","Franklin","Greenfield","Springfield, MA","42.605816","-72.596689","0.058","2014-06-02 16:00"
"WESTOVER AFB","Massachusetts","Hampden","Chicopee","Springfield, MA","42.19438","-72.555112","0.065","2014-07-01 10:00"
"AMHERST","Massachusetts","Hampshire","North Amherst","Springfield, MA","42.400579","-72.523109","0.061","2014-07-01 10:00"
"QUABBIN RES","Massachusetts","Hampshire","Ware (census name for Ware Center)","Springfield, MA","42.298493","-72.334079","0.068","2014-06-02 15:00"
"USEPA REGION 1 LAB","Massachusetts","Middlesex","Chelmsford (Chelmsford Center)","Boston-Cambridge-Quincy, MA-NH","42.62668","-71.362068","0.064","2014-06-02 11:00"
"BLUE HILL OBSERVATORY","Massachusetts","Norfolk","Milton","Boston-Cambridge-Quincy, MA-NH","42.211774","-71.11397","0.067","2014-06-03 09:00"
"Brockton Buckley","Massachusetts","Plymouth","Brockton","Boston-Cambridge-Quincy, MA-NH","42.065106","-71.012129","0.06","2014-06-03 09:00"
"BOSTON LONG ISLAND","Massachusetts","Suffolk","Boston","Boston-Cambridge-Quincy, MA-NH","42.317372","-70.968359","0.06","2014-06-30 11:00"
"DUDLEY SQUARE ROXBURY","Massachusetts","Suffolk","Boston","Boston-Cambridge-Quincy, MA-NH","42.3295","-71.0826","0.054","2014-06-30 11:00"
"WORCESTER AIRPORT","Massachusetts","Worcester","Worcester","Worcester, MA","42.274319","-71.875511","0.065","2014-06-30 12:00"
"UXBRIDGE","Massachusetts","Worcester","Uxbridge","Worcester, MA","42.099699","-71.619399","0.064","2014-07-22 16:00"
"Holland","Michigan","Allegan","Holland","Allegan, MI","42.767786","-86.148577","0.077","2014-08-16 13:00"
"","Michigan","Benzie","Benzonia","Traverse City, MI","44.616943","-86.109408","0.069","2014-05-11 12:00"
"Coloma","Michigan","Berrien","Coloma","Niles-Benton Harbor, MI","42.19779","-86.309694","0.073","2014-08-02 11:00"
"Cassopolis","Michigan","Cass","Cassopolis","South Bend-Mishawaka, IN-MI","41.89557","-86.001629","0.066","2014-04-21 10:00"
"NORTH OF EASTERDAY AVENUE","Michigan","Chippewa","Sault Ste. Marie","Sault Ste. Marie, MI","46.493611","-84.364167","0.058","2014-04-07 11:00"
"ROSE LAKE, STOLL RD.(8562 E.)","Michigan","Clinton","Lansing","Lansing-East Lansing, MI","42.798339","-84.393795","0.066","2014-05-26 10:00"
"","Michigan","Genesee","Flint","Flint, MI","43.047224","-83.670159","0.068","2014-06-07 12:00"
"Otisville","Michigan","Genesee","Otisville","Flint, MI","43.168336","-83.461541","0.068","2014-06-01 12:00"
"RURAL THUMB AREA OZONE SITE","Michigan","Huron","Harbor Beach","","43.836388","-82.6429","0.066","2014-08-01 15:00"
"","Michigan","Ingham","Lansing","Lansing-East Lansing, MI","42.738618","-84.534633","0.065","2014-05-26 10:00"
"KALAMAZOO FAIRGROUNDS","Michigan","Kalamazoo","Kalamazoo","Kalamazoo-Portage, MI","42.278067","-85.54189","0.067","2014-06-08 11:00"
"GR-Monroe","Michigan","Kent","Grand Rapids","Grand Rapids-Wyoming, MI","42.984173","-85.671339","0.066","2014-05-20 12:00"
"APPROXIMATELY 1/4 MILE SOUTH OF 14 MILE RD","Michigan","Kent","","Grand Rapids-Wyoming, MI","43.176672","-85.416608","0.066","2014-04-21 08:00"
"6792 RAISIN CENTER HWY, LENAWEE CO.RD.COMM.OWNER, TECUMSEH","Michigan","Lenawee","Tecumseh","Adrian, MI","41.995568","-83.946559","0.068","2014-06-08 12:00"
"New Haven","Michigan","Macomb","New Haven","Detroit-Warren-Livonia, MI","42.731394","-82.793463","0.071","2014-06-07 12:00"
"","Michigan","Macomb","Warren","Detroit-Warren-Livonia, MI","42.51334","-83.005971","0.068","2014-06-07 10:00"
"","Michigan","Manistee","Manistee","","44.307","-86.242649","0.066","2014-05-11 12:00"
"LOCATED 550 FT NORTH OF US10","Michigan","Mason","Scottville","","43.953334","-86.294415","0.07","2014-06-07 11:00"
"LOCATED ABOUT 1/4 MILE WEST OF SITE","Michigan","Missaukee","","Cadillac, MI","44.310555","-84.891865","0.063","2014-04-20 12:00"
"","Michigan","Muskegon","Muskegon","Muskegon-Norton Shores, MI","43.278061","-86.311083","0.075","2014-07-20 12:00"
"Oak Park","Michigan","Oakland","Oak Park","Detroit-Warren-Livonia, MI","42.463063","-83.183199","0.067","2014-04-21 12:00"
"Jenison","Michigan","Ottawa","Jenison","Holland-Grand Haven, MI","42.894451","-85.852734","0.071","2014-06-07 11:00"
"Port Huron","Michigan","St. Clair","Port Huron","Detroit-Warren-Livonia, MI","42.953336","-82.456229","0.071","2014-07-12 11:00"
"Seney","Michigan","Schoolcraft","","","46.288877","-85.950227","0.068","2014-07-22 00:00"
"Unionville","Michigan","Tuscola","","","43.6138","-83.3591","0.063","2014-05-19 10:00"
"TOWNER ST, SOUTH; 2 LANE RESIDENIAL - HOSPITAL","Michigan","Washtenaw","Ypsilanti","Ann Arbor, MI","42.240565","-83.599602","0.07","2014-06-01 11:00"
"Ann Arbor","Michigan","Washtenaw","","Ann Arbor, MI","42.4165","-83.902","0.067","2014-05-31 11:00"
"Allen Park","Michigan","Wayne","Allen Park","Detroit-Warren-Livonia, MI","42.22862","-83.2082","0.064","2014-06-01 12:00"
"East 7 Mile","Michigan","Wayne","Detroit","Detroit-Warren-Livonia, MI","42.43084","-83.000138","0.073","2014-07-21 10:00"
"Hoxeyville","Michigan","Wexford","","Cadillac, MI","44.1809","-85.739","0.066","2014-05-19 11:00"
"Cedar Creek","Minnesota","Anoka","East Bethel","Minneapolis-St. Paul-Bloomington, MN-WI","45.40184","-93.20306","0.062","2014-05-24 11:00"
"Anoka Airport","Minnesota","Anoka","Blaine","Minneapolis-St. Paul-Bloomington, MN-WI","45.13768","-93.207615","0.064","2014-05-25 08:00"
"Detroit Lakes","Minnesota","Becker","Detroit Lakes","","46.851811","-95.846272","0.061","2014-05-30 10:00"
"Cloquet","Minnesota","Carlton","Cloquet","Duluth, MN-WI","46.70527","-92.52377","0.055","2014-06-17 10:00"
"Brainerd Airport","Minnesota","Crow Wing","Brainerd","Brainerd, MN","46.39674","-94.1303","0.057","2014-06-10 12:00"
"Stanton Air Field","Minnesota","Goodhue","","Red Wing, MN","44.473754","-93.012611","0.063","2014-06-11 10:00"
"Minneapolis Near Roadway NOx","Minnesota","Hennepin","Minneapolis","Minneapolis-St. Paul-Bloomington, MN-WI","44.965242","-93.254759","0.06","2014-08-08 11:00"
"Fernberg Road","Minnesota","Lake","","","47.948622","-91.495574","0.056","2014-05-19 09:00"
"Marshall Airport","Minnesota","Lyon","Marshall","Marshall, MN","44.4438","-95.81789","0.062","2014-06-04 11:00"
"Mille Lacs","Minnesota","Mille Lacs","Onamia","","46.2053","-93.75945","0.06","2014-05-18 12:00"
"Ben Franklin School","Minnesota","Olmsted","Rochester","Rochester, MN","43.996908","-92.450366","0.062","2014-06-06 11:00"
"VOYAGEURS NATIONAL PARK, NEAR SULLIVAN BAY","Minnesota","Saint Louis","","Duluth, MN-WI","48.41252","-92.829225","0.057","2014-09-27 12:00"
"WDSE","Minnesota","Saint Louis","Duluth","Duluth, MN-WI","46.81826","-92.08936","0.052","2014-05-26 11:00"
"Shakopee","Minnesota","Scott","Shakopee","Minneapolis-St. Paul-Bloomington, MN-WI","44.791437","-93.512534","0.061","2014-05-18 10:00"
"Talahi School","Minnesota","Stearns","St. Cloud","St. Cloud, MN","45.549839","-94.13345","0.062","2014-08-08 11:00"
"","Minnesota","Washington","","Minneapolis-St. Paul-Bloomington, MN-WI","45.168004","-92.765136","0.061","2014-06-06 10:00"
"St. Michael","Minnesota","Wright","St. Michael","Minneapolis-St. Paul-Bloomington, MN-WI","45.20916","-93.66921","0.064","2014-08-07 11:00"
"Cleveland","Mississippi","Bolivar","Cleveland","Cleveland, MS","33.746056","-90.723028","0.06","2014-04-19 10:00"
"Hernando","Mississippi","DeSoto","Hernando","Memphis, TN-MS-AR","34.82166","-89.98783","0.067","2014-08-04 10:00"
"Waveland","Mississippi","Hancock","Waveland","Gulfport-Biloxi, MS","30.300833","-89.395916","0.069","2014-05-17 11:00"
"Gulfport Youth Court","Mississippi","Harrison","Gulfport","Gulfport-Biloxi, MS","30.390369","-89.049778","0.073","2014-05-16 12:00"
"Jackson FS19","Mississippi","Hinds","Jackson","Jackson, MS","32.385731","-90.1412","0.06","2014-04-23 10:00"
"Jackson NCORE","Mississippi","Hinds","Jackson","Jackson, MS","32.329111","-90.182722","0.064","2014-05-04 09:00"
"Pascagoula","Mississippi","Jackson","Pascagoula","Pascagoula, MS","30.378287","-88.53393","0.075","2014-05-03 14:00"
"Meridian","Mississippi","Lauderdale","Meridian","Meridian, MS","32.364565","-88.731491","0.058","2014-08-27 10:00"
"TUPELO AIRPORT NEAR OLD NWS OFFICE","Mississippi","Lee","Tupelo","Tupelo, MS","34.264917","-88.766222","0.059","2014-04-23 10:00"
"Coffeeville","Mississippi","Yalobusha","","","34.0026","-89.799","0.062","2014-04-19 10:00"
"Savannah","Missouri","Andrew","","St. Joseph, MO-KS","39.9544","-94.849","0.064","2014-06-25 12:00"
"Finger Lakes","Missouri","Boone","","Columbia, MO","39.0786","-92.31517","0.064","2014-05-05 09:00"
"New Bloomfield","Missouri","Callaway","","Jefferson City, MO","38.70608","-92.09308","0.064","2014-04-19 10:00"
"Richard Gebaur-South","Missouri","Cass","","Kansas City, MO-KS","38.75976","-94.57997","0.065","2014-08-05 09:00"
"El Dorado Springs","Missouri","Cedar","","","37.69","-94.035","0.065","2014-09-27 12:00"
"Watkins Mill State Park","Missouri","Clay","","Kansas City, MO-KS","39.407452","-94.265373","0.067","2014-05-06 11:00"
"Liberty","Missouri","Clay","","Kansas City, MO-KS","39.30309","-94.376623","0.065","2014-07-22 09:00"
"Rocky Creek","Missouri","Clay","Kansas City","Kansas City, MO-KS","39.331913","-94.580841","0.066","2014-08-05 08:00"
"Trimble","Missouri","Clinton","Trimble","Kansas City, MO-KS","39.5306","-94.556","0.064","2014-09-25 11:00"
"Hillcrest High School","Missouri","Greene","Springfield","Springfield, MO","37.256136","-93.299886","0.06","2014-04-19 09:00"
"Fellows Lake","Missouri","Greene","","Springfield, MO","37.31951","-93.204635","0.06","2014-05-05 10:00"
"Alba","Missouri","Jasper","","Joplin, MO","37.2385","-94.42468","0.065","2014-07-22 12:00"
"Arnold West","Missouri","Jefferson","Arnold","St. Louis, MO-IL","38.448633","-90.39854","0.072","2014-05-05 12:00"
"Foley","Missouri","Lincoln","","St. Louis, MO-IL","39.0447","-90.8647","0.067","2014-09-27 09:00"
"MTSP","Missouri","Monroe","","","39.475136","-91.789141","0.06","2014-06-02 11:00"
"","Missouri","Perry","","","37.70264","-89.69864","0.067","2014-05-05 12:00"
"West Alton","Missouri","Saint Charles","West Alton","St. Louis, MO-IL","38.872546","-90.226488","0.072","2014-07-22 09:00"
"Orchard Farm","Missouri","Saint Charles","","St. Louis, MO-IL","38.8994","-90.44917","0.072","2014-09-26 10:00"
"Bonne Terre","Missouri","Sainte Genevieve","","","37.90084","-90.42388","0.069","2014-09-30 10:00"
"Pacific","Missouri","Saint Louis","","St. Louis, MO-IL","38.4902","-90.7052","0.065","2014-04-20 09:00"
"Maryland Heights","Missouri","Saint Louis","Maryland Heights","St. Louis, MO-IL","38.7109","-90.4759","0.072","2014-09-30 10:00"
"Branson","Missouri","Taney","Branson","Branson, MO","36.707727","-93.222","0.058","2014-04-19 10:00"
"Blair Street","Missouri","St. Louis City","St. Louis","St. Louis, MO-IL","38.656498","-90.198646","0.066","2014-05-05 11:00"
"Lewistown","Montana","Fergus","","","47.048537","-109.455315","0.056","2014-07-10 11:00"
"GLACIER NATIONAL PARK","Montana","Flathead","","Kalispell, MT","48.5103","-113.99681","0.052","2014-04-09 11:00"
"NCORE - Sieben Flats","Montana","Lewis and Clark","","Helena, MT","46.8505","-111.987164","0.058","2014-08-07 11:00"
"MSLA Boyd Park","Montana","Missoula","Missoula","Missoula, MT","46.842181","-114.021499","0.053","2014-04-19 13:00"
"Malta","Montana","Phillips","","","48.317507","-107.862471","0.052","2014-08-07 11:00"
"BROADUS","Montana","Powder River","","","45.440295","-105.370283","0.053","2014-05-14 10:00"
"Sidney Oil Field","Montana","Richland","","","47.803392","-104.485552","0.051","2014-05-24 09:00"
"Birney - Tongue river","Montana","Rosebud","","","45.366151","-106.48982","0.055","2014-04-19 10:00"
"4102 Woolworth Ave. on Healthcenter Warehouse","Nebraska","Douglas","Omaha","Omaha-Council Bluffs, NE-IA","41.247486","-95.973142","0.063","2014-05-17 11:00"
"","Nebraska","Douglas","Omaha","Omaha-Council Bluffs, NE-IA","41.207958","-95.945897","0.059","2014-05-07 11:00"
"","Nebraska","Douglas","Omaha","Omaha-Council Bluffs, NE-IA","41.306758","-95.960967","0.06","2014-04-26 11:00"
"Santee Sioux","Nebraska","Knox","","","42.8292","-97.854","0.063","2014-05-24 13:00"
"FALLON - WEST END ELEMENTARY SCHOOL","Nevada","Churchill","Fallon","Fallon, NV","39.472471","-118.783624","0.065","2014-07-26 10:00"
"Mesquite","Nevada","Clark","Mesquite","Las Vegas-Paradise, NV","36.807913","-114.060879","0.065","2014-06-06 10:00"
"Winterwood","Nevada","Clark","Sunrise Manor","Las Vegas-Paradise, NV","36.142957","-115.056305","0.068","2014-06-05 11:00"
"Logandale","Nevada","Clark","Moapa Valley","Las Vegas-Paradise, NV","36.606003","-114.473983","0.064","2014-06-13 13:00"
"Las Vegas Paiute Air Quality Site","Nevada","Clark","","Las Vegas-Paradise, NV","36.357786","-115.362234","0.081","2014-06-11 10:00"
"FERNLEY INTERMEDIATE SCHOOL","Nevada","Lyon","Fernley","Fernley, NV","39.602787","-119.247741","0.067","2014-05-31 11:00"
"Reno3","Nevada","Washoe","Reno","Reno-Sparks, NV","39.525083","-119.807717","0.071","2014-06-28 10:00"
"South Reno","Nevada","Washoe","Reno","Reno-Sparks, NV","39.469219","-119.775354","0.068","2014-05-31 09:00"
"Toll","Nevada","Washoe","Reno","Reno-Sparks, NV","39.399837","-119.739606","0.067","2014-05-30 10:00"
"Sparks","Nevada","Washoe","Sparks","Reno-Sparks, NV","39.540917","-119.746761","0.069","2014-06-28 11:00"
"Incline","Nevada","Washoe","Incline Village-Crystal Bay","Reno-Sparks, NV","39.250409","-119.956738","0.063","2014-04-20 09:00"
"Lemmon Valley","Nevada","Washoe","Lemmon Valley-Golden Valley","Reno-Sparks, NV","39.645264","-119.840025","0.067","2014-06-03 07:00"
"GREAT BASIN NP HEADQUARTERS AREA NEAR RESOURCE MANAGEMENT TRAILER","Nevada","White Pine","","","39.00512","-114.21593","0.064","2014-04-21 13:00"
"OLD NATIONAL GUARD ARMORY","Nevada","Carson City","Carson City","Carson City, NV","39.1447","-119.7661","0.068","2014-04-19 14:00"
"FIELD OFFICE ON THE GROUNDS OF THE FORMER STATE PRISON","New Hampshire","Belknap","Laconia","Laconia, NH","43.566111","-71.496361","0.061","2014-07-01 16:00"
"WATER STREET","New Hampshire","Cheshire","Keene","Keene, NH","42.930472","-72.272389","0.06","2014-07-08 15:00"
"","New Hampshire","Coos","","Berlin, NH-VT","44.270167","-71.30375","0.065","2014-04-21 23:00"
"CAMP DODGE, GREENS GRANT","New Hampshire","Coos","","Berlin, NH-VT","44.308167","-71.217694","0.055","2014-04-21 10:00"
"LEBANON AIRPORT ROAD","New Hampshire","Grafton","Lebanon","Lebanon, NH-VT","43.629611","-72.309583","0.062","2014-05-10 12:00"
"Woodstock","New Hampshire","Grafton","","Lebanon, NH-VT","43.945","-71.7008","0.058","2014-04-21 11:00"
"GILSON ROAD","New Hampshire","Hillsborough","Nashua","Manchester-Nashua, NH","42.718664","-71.522427","0.063","2014-05-12 10:00"
"MILLER STATE PARK","New Hampshire","Hillsborough","Peterborough (Peterboro)","Manchester-Nashua, NH","42.86175","-71.878389","0.07","2014-06-02 19:00"
"HAZEN DRIVE","New Hampshire","Merrimack","Concord","Concord, NH","43.2185","-71.5145","0.061","2014-04-22 11:00"
"PORTSMOUTH - PEIRCE ISLAND","New Hampshire","Rockingham","Portsmouth","Boston-Cambridge-Quincy, MA-NH","43.075333","-70.748","0.068","2014-06-30 11:00"
"SEACOAST SCIENCE CENTER","New Hampshire","Rockingham","Rye","Boston-Cambridge-Quincy, MA-NH","43.045278","-70.713806","0.07","2014-07-23 11:00"
"MOOSEHILL SCHOOL","New Hampshire","Rockingham","","Boston-Cambridge-Quincy, MA-NH","42.862536","-71.380172","0.067","2014-05-12 10:00"
"Brigantine","New Jersey","Atlantic","Galloway (Township of)","Atlantic City, NJ","39.464872","-74.448736","0.061","2014-08-10 09:00"
"Leonia","New Jersey","Bergen","Leonia","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.870436","-73.991994","0.069","2014-07-21 11:00"
"Camden Spruce Street","New Jersey","Camden","Camden","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","39.934446","-75.125291","0.068","2014-08-05 11:00"
"Ancora State Hospital","New Jersey","Camden","Winslow (Township of)","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","39.68425","-74.861491","0.068","2014-06-18 10:00"
"Millville","New Jersey","Cumberland","Vineland","Vineland-Millville-Bridgeton, NJ","39.422273","-75.025204","0.067","2014-08-27 11:00"
"Newark - Firehouse","New Jersey","Essex","Newark","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.720989","-74.192892","0.07","2014-07-21 11:00"
"Clarksboro","New Jersey","Gloucester","East Greenwich (Township of)","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","39.800339","-75.212119","0.07","2014-07-11 10:00"
"Bayonne","New Jersey","Hudson","Bayonne","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.67025","-74.126081","0.072","2014-08-05 11:00"
"Flemington","New Jersey","Hunterdon","Raritan (Township of)","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.515262","-74.806671","0.065","2014-08-26 11:00"
"Rider University","New Jersey","Mercer","Lawrence (Township of)","Trenton-Ewing, NJ","40.283092","-74.742644","0.071","2014-07-11 11:00"
"Wash. Crossing","New Jersey","Mercer","","Trenton-Ewing, NJ","40.3125","-74.8729","0.071","2014-07-08 08:00"
"Rutgers University","New Jersey","Middlesex","East Brunswick","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.462182","-74.429439","0.071","2014-06-02 12:00"
"Monmouth University","New Jersey","Monmouth","West Long Branch","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.277647","-74.0051","0.064","2014-06-18 12:00"
"Chester","New Jersey","Morris","Chester","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.787628","-74.676301","0.068","2014-07-12 10:00"
"Colliers Mills","New Jersey","Ocean","Jackson (Township of)","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.06483","-74.44405","0.072","2014-06-03 08:00"
"Ramapo","New Jersey","Passaic","Wanaque (Wanaque-Midvale)","New York-Northern New Jersey-Long Island, NY-NJ-PA","41.058617","-74.255544","0.065","2014-08-27 11:00"
"Columbia WMA","New Jersey","Warren","Knowlton (Township of)","Allentown-Bethlehem-Easton, PA-NJ","40.92458","-75.067815","0.06","2014-06-02 11:00"
"DEL NORTE HIGH SCHOOL","New Mexico","Bernalillo","Albuquerque","Albuquerque, NM","35.1343","-106.5852","0.064","2014-07-07 11:00"
"SOUTH EAST HEIGHTS","New Mexico","Bernalillo","Albuquerque","Albuquerque, NM","35.0631","-106.578785","0.064","2014-05-27 11:00"
"WESTSIDE TAYLOR RANCH","New Mexico","Bernalillo","Albuquerque","Albuquerque, NM","35.1539","-106.69715","0.052","2014-03-27 08:00"
"SOUTH VALLEY","New Mexico","Bernalillo","South Valley","Albuquerque, NM","35.01708","-106.65739","0.064","2014-06-09 11:00"
"Westside","New Mexico","Bernalillo","","Albuquerque, NM","35.06407","-106.76151","0.064","2014-07-14 10:00"
"Foothills","New Mexico","Bernalillo","Albuquerque","Albuquerque, NM","35.1852","-106.50815","0.061","2014-07-19 09:00"
"NORTH VALLEY","New Mexico","Bernalillo","North Valley","Albuquerque, NM","35.19324","-106.613815","0.05","2014-03-23 11:00"
"","New Mexico","Dona Ana","Not in a city","Las Cruces, NM","31.930556","-106.630556","0.065","2014-05-28 08:00"
"","New Mexico","Dona Ana","Not in a city","Las Cruces, NM","31.795833","-106.5575","0.067","2014-07-22 09:00"
"6ZK 3 MI NORTH OF EL PASO, TX ON EAST SIDE OF FRANKLIN MOUNTAINS","New Mexico","Dona Ana","Not in a city","Las Cruces, NM","32.041111","-106.409167","0.067","2014-06-07 08:00"
"6ZM 2MI FROM MT CRISTO REY WHERE NM, TEX, AND MEXICO JOIN TOGETHER","New Mexico","Dona Ana","Not in a city","Las Cruces, NM","31.796111","-106.583889","0.072","2014-07-15 11:00"
"6ZN US-MEXICO BORDER CROSSING. BOTH SIDES UNINHABITED AS OF 1996.","New Mexico","Dona Ana","Not in a city","Las Cruces, NM","31.787778","-106.682778","0.066","2014-06-10 10:00"
"6ZQ IN SE CORNER OF NM HIGHWAY DEPT. YARDS IN LAS CRUCES","New Mexico","Dona Ana","Las Cruces","Las Cruces, NM","32.3175","-106.767778","0.066","2014-06-09 10:00"
"5ZR ON BLM LAND BORDERING RESIDENTIAL AREA OUTSIDE CARLSBAD CITY LIM","New Mexico","Eddy","Carlsbad","Carlsbad-Artesia, NM","32.38","-104.262222","0.072","2014-05-31 09:00"
"7T ALONGSIDE SOFTBALL FIELD AND NEAR CHINO COPPER SMELTER","New Mexico","Grant","Not in a city","Silver City, NM","32.691944","-108.124444","0.065","2014-06-10 10:00"
"HOBBS-JEFFERSON","New Mexico","Lea","Hobbs","Hobbs, NM","32.726656","-103.122917","0.068","2014-04-22 09:00"
"","New Mexico","Luna","Deming","Deming, NM","32.2558","-107.7227","0.06","2014-08-05 10:00"
"","New Mexico","Rio Arriba","","Espanola, NM","36.187742","-106.698369","0.065","2014-06-28 11:00"
"","New Mexico","Sandoval","Not in a city","Albuquerque, NM","35.299444","-106.548333","0.062","2014-06-10 11:00"
"SE CORNER OF NM HIGHWAY DEPT YARD","New Mexico","San Juan","Bloomfield","Farmington, NM","36.742222","-107.976944","0.062","2014-07-07 09:00"
"","New Mexico","San Juan","","Farmington, NM","36.80973","-107.65158","0.063","2014-07-07 09:00"
"","New Mexico","San Juan","Not in a city","Farmington, NM","36.796667","-108.4725","0.063","2014-05-18 10:00"
"","New Mexico","Santa Fe","","Santa Fe, NM","35.61975","-106.07968","0.064","2014-06-06 11:00"
"","New Mexico","Valencia","","Albuquerque, NM","34.8147","-106.7396","0.064","2014-06-10 10:00"
"LOUDONVILLE","New York","Albany","Albany","Albany-Schenectady-Troy, NY","42.68075","-73.75733","0.061","2014-05-26 15:00"
"IS 52","New York","Bronx","New York","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.81618","-73.902","0.071","2014-08-05 09:00"
"PFIZER LAB SITE","New York","Bronx","New York","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.8679","-73.87809","0.07","2014-07-21 11:00"
"DUNKIRK","New York","Chautauqua","Dunkirk","Jamestown-Dunkirk-Fredonia, NY","42.49963","-79.31881","0.066","2014-06-28 12:00"
"MILLBROOK","New York","Dutchess","Millbrook","Poughkeepsie-Newburgh-Middletown, NY","41.78555","-73.74136","0.068","2014-08-20 12:00"
"AMHERST","New York","Erie","Amherst","Buffalo-Niagara Falls, NY","42.99328","-78.77153","0.063","2014-06-28 09:00"
"WHITEFACE SUMMIT","New York","Essex","","","44.36608","-73.90312","0.062","2014-05-12 19:00"
"WHITEFACE BASE","New York","Essex","","","44.39308","-73.8589","0.065","2014-05-27 00:00"
"Huntington Wildlife Forest","New York","Essex","","","43.9731","-74.2232","0.059","2014-04-10 14:00"
"Y001","New York","Franklin","","Malone, NY","44.980577","-74.695005","0.054","2014-04-01 13:00"
"Y001","New York","Franklin","","Malone, NY","44.980577","-74.695005","0.054","2014-04-07 08:00"
"PISECO LAKE","New York","Hamilton","","","43.44957","-74.51625","0.058","2014-04-10 13:00"
"NICKS LAKE","New York","Herkimer","","Utica-Rome, NY","43.68578","-74.98538","0.057","2014-04-10 11:00"
"PERCH RIVER","New York","Jefferson","","Watertown-Fort Drum, NY","44.08747","-75.97316","0.059","2014-07-22 11:00"
"ROCHESTER 2","New York","Monroe","Rochester","Rochester, NY","43.14618","-77.54817","0.058","2014-07-12 12:00"
"CCNY","New York","New York","New York","New York-Northern New Jersey-Long Island, NY-NJ-PA","40.81976","-73.94825","0.065","2014-07-08 10:00"
"MIDDLEPORT","New York","Niagara","Middleport","Buffalo-Niagara Falls, NY","43.22386","-78.47888","0.061","2014-05-20 09:00"
"EAST SYRACUSE","New York","Onondaga","East Syracuse","Syracuse, NY","43.05235","-76.05921","0.063","2014-05-12 09:00"
